,X Axis,Y Axis,Z Axis,Rho,Initial Value,Predictability,Self-Organization,Emergence,Complexity,Equilibrium Point,Pitchfork Bifurcation,Hopf
25,1.0,0.0,0.0,2.6,-0.42445991911677655,0.30630444740504226,0.7089622,0.5066621550062063,0.3592043160699411,0.0,1.0,0.0
26,1.0,0.0,0.0,2.7,-0.4893819689588118,0.08527028737804593,0.4218721600000001,1.1484175170093316,0.4844853784825636,0.0,1.0,0.0
27,1.0,0.0,0.0,2.8000000000000003,1.0101029359960472,0.23194159550453505,0.39472932,1.2067818287288494,0.4763521706424952,0.0,1.0,0.0
28,1.0,0.0,0.0,2.9000000000000004,0.6919050221910561,0.06569722396864966,0.44450738,1.0813197431713573,0.4806546059793729,0.0,1.0,0.0
29,1.0,0.0,0.0,3.0000000000000004,1.0856308447763772,0.25876465649813657,0.5702225200000001,0.8143381365368619,0.4643539443481535,0.0,1.0,0.0
30,1.0,0.0,0.0,3.1,-0.06202835927320222,0.28534542159649245,0.54223236,0.8200408560594664,0.4446526886775448,0.0,1.0,0.0
31,1.0,0.0,0.0,3.2,1.7167199492057337,0.4049897383084741,0.53972748,0.8996679709615021,0.4855755268037647,0.0,1.0,0.0
32,1.0,0.0,0.0,3.3000000000000003,0.8070894531310697,0.14765971523024246,0.52097758,0.9519305277270728,0.4959344626633734,0.0,1.0,0.0
33,1.0,0.0,0.0,3.4000000000000004,0.18788246562769154,0.20662285310366926,0.4732253200000001,1.0301773568972687,0.4875060093744642,0.0,1.0,0.0
34,1.0,0.0,0.0,3.5000000000000004,-0.3635847630177085,0.0490055670495354,0.3780049800000001,1.222853551266971,0.4622447321896004,0.0,1.0,0.0
35,1.0,0.0,0.0,3.6,-0.08392627412023354,0.2208331560214844,0.3899063,1.1197870136068708,0.4366120112635048,0.0,1.0,0.0
36,1.0,0.0,0.0,3.7,0.18752095897972826,0.169906972259022,0.4899122200000001,1.0206597652179763,0.5000336914426178,0.0,1.0,0.0
37,1.0,0.0,0.0,3.8,1.0193017615923738,0.1969614473508349,0.33856128,1.3343756135310574,0.4517679157178601,0.0,1.0,0.0
38,1.0,0.0,0.0,3.9,-1.5315969732761292,0.21064687875836266,0.46783664,1.0324067453953678,0.4829977028791045,0.0,1.0,0.0
39,1.0,0.0,0.0,4.0,0.11242206420118858,0.1724298373718751,0.5151986600000001,0.9604697251307018,0.4948327153579061,0.0,1.0,0.0
40,1.0,0.0,0.0,4.1,0.5768975823964491,0.11295464030598253,0.42295524,1.1277159206686818,0.4769733578782432,0.0,1.0,0.0
41,1.0,0.0,0.0,4.2,0.4628362932581492,0.0844785333461111,0.44584178,1.0951973440075846,0.4882847333036139,0.0,1.0,0.0
42,1.0,0.0,0.0,4.3,-2.015858109470283,0.2853479319594618,0.48469564,1.0414559511567305,0.5047891587777202,0.0,1.0,0.0
43,1.0,0.0,0.0,4.4,1.2479524134987685,0.18472536365422065,0.3281576600000001,1.2909422713623921,0.42363259496536776,0.0,1.0,0.0
44,1.0,0.0,0.0,4.5,1.1848299845190946,0.2408782255018391,0.3699815400000001,1.1614826027427791,0.42972712204598174,0.0,1.0,0.0
45,1.0,0.0,0.0,4.6,-0.9176269291780841,0.2502834365823344,0.5202943600000002,0.93408498147098,0.4859991476200555,0.0,1.0,0.0
46,1.0,0.0,0.0,4.7,-0.6815018752680914,0.2269658375075522,0.48880924,1.002262423720204,0.4899151336192309,0.0,1.0,0.0
47,1.0,0.0,0.0,4.8,-1.1264831818718626,0.36000218339063106,0.5388875000000001,0.8439825252024009,0.4548116330500089,0.0,1.0,0.0
48,1.0,0.0,0.0,4.9,-0.08448685147987547,0.10599416076548973,0.4153589199999999,1.17314073237049,0.4872744676054157,0.0,1.0,0.0
49,1.0,0.0,0.0,5.0,-2.124093841830764,0.2748338955533072,0.4214725800000001,1.1494301717092394,0.4844533000001362,0.0,1.0,0.0
50,1.0,0.0,0.0,5.1,0.4609068311550264,0.16662369890977316,0.49419024,1.0124085654280446,0.500322431926941,0.0,1.0,0.0
51,1.0,0.0,0.0,5.2,-1.1816972231181566,0.16094934120755633,0.45290826,1.0818377750892076,0.4899732643179244,0.0,1.0,0.0
52,1.0,0.0,0.0,5.3,-0.300606110902826,0.18001688410831254,0.4423283200000001,1.0766982941723329,0.4762541476081139,0.0,1.0,0.0
53,1.0,0.0,0.0,5.4,-1.534359582832765,0.2355620653755148,0.4866487200000001,1.0021485629242286,0.4876943153969154,0.0,1.0,0.0
54,1.0,0.0,0.0,5.5,-1.4126762971759246,0.1866138599650244,0.26706606,1.3602647055357078,0.3632805354644816,0.0,1.0,0.0
55,1.0,0.0,0.0,5.6,0.3240105016890769,0.1310829855465184,0.45159634,1.098840821802501,0.4962324933686017,0.0,1.0,0.0
56,1.0,0.0,0.0,5.7,-1.3086246917884217,0.1966783100444663,0.4177112800000001,1.1706991680403631,0.4890142479770752,0.0,1.0,0.0
57,1.0,0.0,0.0,5.8,1.7198863000255156,0.23143863166384265,0.42160246,1.164571893339859,0.4909863750789421,0.0,1.0,0.0
58,1.0,0.0,0.0,5.9,0.3148994376826837,0.02294075386895261,0.4194792800000001,1.1722332639234936,0.4917275655426772,0.0,1.0,0.0
59,1.0,0.0,0.0,6.0,1.3392205848297625,0.26907975824039704,0.5546439400000002,0.8245839683371461,0.4573505010593501,0.0,1.0,0.0
60,1.0,0.0,0.0,6.1,-0.4611218111298685,0.15344787527435536,0.39939366,1.1857659742447535,0.4735874123570779,0.0,1.0,0.0
61,1.0,0.0,0.0,6.2,0.021946124004604547,0.03837663233430695,0.3996297200000001,1.2174262060764116,0.4865196938549788,0.0,1.0,0.0
62,1.0,0.0,0.0,6.3,-0.8853371279091519,0.1269761098065916,0.35625024,1.2952407835110162,0.4614298399835876,0.0,1.0,0.0
63,1.0,0.0,0.0,6.4,1.4103396770046752,0.27575496233772073,0.3738697600000001,1.2369775489666115,0.4624684993575354,0.0,1.0,0.0
64,1.0,0.0,0.0,6.5,0.027103182815783874,0.1728321263123821,0.4535269600000001,1.0818884669122473,0.4906655874577722,0.0,1.0,0.0
65,1.0,0.0,0.0,6.6,-0.4625113497358507,0.16201455634341413,0.4184376400000001,1.1662692345095549,0.488010946092785,0.0,1.0,0.0
66,1.0,0.0,0.0,6.7,-0.4029320916195514,0.20857007641259576,0.4510013400000001,1.0736232877702812,0.4842055414396025,0.0,1.0,0.0
67,1.0,0.0,0.0,6.8,-0.7894368621073041,0.12374825308946233,0.36138898,1.2805486498413656,0.4627761704065482,0.0,1.0,0.0
68,1.0,0.0,0.0,6.9,-1.159331488343647,0.2362639722223492,0.42077014,1.0866096506896077,0.4572128948460173,0.0,1.0,0.0
69,1.0,0.0,0.0,7.0,0.17857630261378946,0.20520176438008872,0.41550378,1.1254687273578876,0.4676365104889917,0.0,1.0,0.0
70,1.0,0.0,0.0,7.1,-0.018771209832235496,0.06513359207246425,0.3816315600000001,1.2510220710643079,0.4774295045747028,0.0,1.0,0.0
71,1.0,0.0,0.0,7.2,1.3122985183131413,0.16664692345626012,0.30471978000000005,1.3978885569916035,0.42596429355099896,0.0,1.0,0.0
72,1.0,0.0,0.0,7.3,-0.3389032947441701,0.02239913947437534,0.3585460000000001,1.2847214806499596,0.4606317480011206,0.0,1.0,0.0
73,1.0,0.0,0.0,7.4,-0.5349880183273542,0.12940663315113365,0.39628268,1.2293677346892051,0.487177140608167,0.0,1.0,0.0
74,1.0,0.0,0.0,7.5,-1.0038234009121396,0.14164793379219331,0.3295195400000001,1.3451552786223675,0.4432549486402145,0.0,1.0,0.0
75,1.0,0.0,0.0,7.6,1.1598989002776725,0.1563782296122441,0.3597353600000001,1.3002542771611487,0.4677474404861057,0.0,1.0,0.0
76,1.0,0.0,0.0,7.7,-1.4226050111303914,0.17073102014955516,0.37614792,1.2688996220935411,0.4772939535392714,0.0,1.0,0.0
77,1.0,0.0,0.0,7.8,0.2343980104734913,0.21022997980527025,0.23840725999999995,1.3902987038221004,0.3314573045597784,0.0,1.0,0.0
78,1.0,0.0,0.0,7.9,-1.967282329415148,0.2027663897384588,0.372287,1.2749478126392593,0.4746464963240319,0.0,1.0,0.0
79,1.0,0.0,0.0,8.0,-0.1833599454163617,0.120946100252562,0.33318684000000004,1.3224445423025772,0.4406211181250421,0.0,1.0,0.0
80,1.0,0.0,0.0,8.1,-1.8735074823165287,0.2911275841138157,0.3630059200000001,1.2941503129725864,0.4697842249789018,0.0,1.0,0.0
81,1.0,0.0,0.0,8.2,-0.729997294607967,0.2480342636327311,0.36313678,1.2857377252000717,0.4668986574536788,0.0,1.0,0.0
82,1.0,0.0,0.0,8.3,1.9285555883869303,0.2686930615650948,0.35040288,1.311904984308561,0.4596952847880746,0.0,1.0,0.0
83,1.0,0.0,0.0,8.4,-0.5970626627635226,0.181422392482838,0.3793686,1.239149643406788,0.4700944654097324,0.0,1.0,0.0
84,1.0,0.0,0.0,8.5,0.5633903422921693,0.07119084823368795,0.30493264,1.3992540724534597,0.4266782383439847,0.0,1.0,0.0
85,1.0,0.0,0.0,8.6,-2.4143022143871784,0.2706754977688831,0.31873926,1.3770456631819554,0.4389185156688257,0.0,1.0,0.0
86,1.0,0.0,0.0,8.7,-0.4989960554279007,0.026208073621940886,0.24983058,1.5098262213012443,0.37720076056689816,0.0,1.0,0.0
87,1.0,0.0,0.0,8.8,1.1473569540928248,0.2288232503809239,0.3976558,1.195763944479376,0.4755024679531018,0.0,1.0,0.0
88,1.0,0.0,0.0,8.9,-0.6272463220904267,0.12137983241577305,0.3607318200000001,1.3099177735556695,0.4725290225050847,0.0,1.0,0.0
89,1.0,0.0,0.0,9.0,0.6605023034193268,0.2462565751640908,0.3107780599999999,1.374741537513063,0.4272395080297268,0.0,1.0,0.0
90,1.0,0.0,0.0,9.1,-0.12088812669292152,-0.06072065403019331,0.28781172,1.4422229411422989,0.4150886653136237,0.0,1.0,0.0
91,1.0,0.0,0.0,9.2,-0.04338140758280529,0.2717758511319021,0.3503686,1.2816279110369608,0.44904217691094456,0.0,1.0,0.0
92,1.0,0.0,0.0,9.3,-0.3387462184785696,0.1235440085635164,0.2740388000000001,1.4657073928345616,0.401660695083512,0.0,1.0,0.0
93,1.0,0.0,0.0,9.4,0.6869620139233824,0.07129643995161689,0.20792972,1.6102484989329469,0.334818519513548,0.0,1.0,0.0
94,1.0,0.0,0.0,9.5,-0.9079663121925886,0.15252260915859794,0.31839844,1.3870317861438584,0.4416287569386181,0.0,1.0,0.0
95,1.0,0.0,0.0,9.6,1.830129224781912,0.2624156135269237,0.2814542800000001,1.4573551397375877,0.4101788415591421,0.0,1.0,0.0
96,1.0,0.0,0.0,9.7,-0.7536997411432089,0.10385397902447606,0.3000688400000001,1.4493741234087567,0.43491201193728257,0.0,1.0,0.0
97,1.0,0.0,0.0,9.8,0.4670717089028913,0.10033017447333696,0.29809484,1.4424713521476529,0.4299932669230382,0.0,1.0,0.0
98,1.0,0.0,0.0,9.9,-0.17730803909663986,0.2671883203751626,0.32828126,1.3600184694376372,0.44646857677025903,0.0,1.0,0.0
99,1.0,0.0,0.0,10.0,-1.7116381211958958,0.16687754102415364,0.29685274,1.4328011335739814,0.4253309423765424,0.0,1.0,0.0
100,1.0,0.0,0.0,10.1,-0.3183723504714929,0.21113059635191966,0.29425814,1.4267569254281427,0.419834839108604,0.0,1.0,0.0
101,1.0,0.0,0.0,10.2,-0.3976869275528209,0.17830140632066846,0.2965908800000001,1.4429449338294176,0.4279643077160089,0.0,1.0,0.0
102,1.0,0.0,0.0,10.3,-0.0199222103452494,0.21955780409914705,0.30292556,1.4270711398507634,0.4322963241991308,0.0,1.0,0.0
103,1.0,0.0,0.0,10.4,-0.21733296706417765,0.09234503323801656,0.28527178,1.4774275383102404,0.4214683836747805,0.0,1.0,0.0
104,1.0,0.0,0.0,10.5,-0.12912416744160582,0.2831595256255289,0.25599116,1.5115590502299707,0.3869457546768685,0.0,1.0,0.0
105,1.0,0.0,0.0,10.6,1.2572865438988696,0.4291285461803166,0.25384532000000004,1.5235539912686789,0.3867470504508751,0.0,1.0,0.0
106,1.0,0.0,0.0,10.7,0.7218660456590965,0.12964486354822807,0.2537720400000001,1.546715165290165,0.39251306279462256,0.0,1.0,0.0
107,1.0,0.0,0.0,10.8,1.350244838901156,0.26311861079904064,0.2344869600000001,1.5497260959998078,0.3633905610836632,0.0,1.0,0.0
108,1.0,0.0,0.0,10.9,1.5507711763203529,0.2433072602648481,0.19108472,1.638182057980596,0.3130315598582459,0.0,1.0,0.0
109,1.0,0.0,0.0,11.0,0.9311561997541892,0.1617219621421071,0.23732886,1.5631485157565477,0.3709802552551935,0.0,1.0,0.0
110,1.0,0.0,0.0,11.1,0.04532901924793065,0.3020457216801581,0.26358514000000005,1.5058378588424517,0.39691648284028797,0.0,1.0,0.0
111,1.0,0.0,0.0,11.2,-0.2182319287115004,0.24350660663262105,0.20236536,1.6347625314140757,0.3308193081841207,0.0,1.0,0.0
112,1.0,0.0,0.0,11.3,1.1449949193050768,0.13753855252767982,0.20606712,1.6655380677072926,0.3432126328628068,0.0,1.0,0.0
113,1.0,0.0,0.0,11.4,0.6914305752039274,0.08437498838997297,0.1915682,1.6967251193299735,0.32503857700482824,0.0,1.0,0.0
114,1.0,0.0,0.0,11.5,0.7157085517993818,0.30823707553840923,0.22442204000000004,1.5170855840301372,0.3404674416226348,0.0,1.0,0.0
115,1.0,0.0,0.0,11.6,-1.2707949601333803,0.2742317895818646,0.16376724,1.7294511542255504,0.2832274422423328,0.0,1.0,0.0
116,1.0,0.0,0.0,11.7,1.0764736143628055,0.2536780154237673,0.17056474000000005,1.7071203392232028,0.29117453680831745,0.0,1.0,0.0
117,1.0,0.0,0.0,11.8,-1.3348622137727233,0.3743537310632807,0.17197954000000004,1.7037998637889018,0.2930187168264781,0.0,1.0,0.0
118,1.0,0.0,0.0,11.9,-0.4253857493002956,0.2574197005658339,0.1563391,1.73039571559101,0.2705285088193545,0.0,1.0,0.0
119,1.0,0.0,0.0,12.0,-0.9317393705165504,0.30016101885691343,0.20615710000000007,1.6287101992685822,0.3357701714216331,0.0,1.0,0.0
120,1.0,0.0,0.0,12.1,-0.610260723257287,0.2888633491744202,0.13009696,1.7837049570007526,0.23205459244272866,0.0,1.0,0.0
121,1.0,0.0,0.0,12.2,-0.05701945215233456,0.2336953001994264,0.1854658,1.6901430130273574,0.3134637260255293,0.0,1.0,0.0
122,1.0,0.0,0.0,12.3,0.038640260850324376,0.17481942824996596,0.16755013999999996,1.737703175868041,0.29115241039513484,0.0,1.0,0.0
123,1.0,0.0,0.0,12.4,1.5356929668997374,0.2972366440245034,0.13525115999999998,1.7871087236631866,0.2417085279215655,0.0,1.0,0.0
124,1.0,0.0,0.0,12.5,-0.06620355443486672,0.0981848121141492,0.10810592,1.8817299648669263,0.2034261490435068,0.0,1.0,0.0
125,1.0,0.0,0.0,12.6,0.19170667946739736,0.3045952942011411,0.14555166000000005,1.7788518512689386,0.2589148398462672,0.0,1.0,0.0
126,1.0,0.0,0.0,12.7,0.9519111459271024,0.2272183590200837,0.15401159999999994,1.76618593989793,0.27201312250118403,0.0,1.0,0.0
127,1.0,0.0,0.0,12.8,1.4400284122864693,0.2785922997414224,0.11832426,1.8256107601814944,0.2160140422465128,0.0,1.0,0.0
128,1.0,0.0,0.0,12.9,-1.1549271268965298,0.2502204443283452,0.11772279999999995,1.8589274044060144,0.21883813904340832,0.0,1.0,0.0
129,1.0,0.0,0.0,13.0,-1.704114108452511,0.421557697443776,0.07913751999999999,1.9648524640422649,0.155493551170194,0.0,1.0,0.0
130,1.0,0.0,0.0,13.1,1.9494833602546016,0.3971861927769837,0.08895294,1.9284885612330744,0.17154472727805198,0.0,1.0,0.0
131,1.0,0.0,0.0,13.2,-0.7819457578331173,0.2371151403494515,0.09003751999999997,1.922752637004712,0.17311987900936446,0.0,1.0,0.0
132,1.0,0.0,0.0,13.3,1.532677484282008,0.2444516458934565,0.17350944,1.6202498100143956,0.2811286371957041,0.0,1.0,0.0
133,1.0,0.0,0.0,13.4,-1.8250095216983373,0.4631614600734548,0.05376283999999999,2.0535595354533016,0.1104051927350502,0.0,1.0,0.0
134,1.0,0.0,0.0,13.5,1.6271612508814646,0.3916813704344115,0.07579949999999999,1.9759038440365213,0.1497725234260463,0.0,1.0,0.0
135,1.0,0.0,0.0,13.6,-0.08672255953489137,0.3903855197025721,0.047207,2.0763059235046657,0.09801617373088477,0.0,1.0,0.0
136,1.0,0.0,0.0,13.7,-0.7536579013068885,0.2709037413716783,0.11981096000000005,1.773005583362074,0.21242550102797012,0.0,1.0,0.0
137,1.0,0.0,0.0,13.8,-0.19244117261300764,0.3291484401317061,0.0672058,2.0155584019901682,0.13545721485247078,0.0,1.0,0.0
138,1.0,0.0,0.0,13.9,0.38895440357353817,0.2444877881644129,0.14165754000000005,1.7201975926547832,0.2436789592893988,0.0,1.0,0.0
139,1.0,0.0,0.0,14.0,0.4531689268647265,0.2754090158761177,0.19822170000000008,1.529399366259624,0.3031601423589053,0.0,1.0,0.0
140,1.0,0.0,0.0,14.1,-0.5185166428628744,0.263978375290065,0.08369664,1.8650109957230017,0.15609515390506964,0.0,1.0,0.0
141,1.0,0.0,0.0,14.2,0.16821884368374418,0.2797244682604105,0.14602084,1.6813528402040712,0.2455125540629842,0.0,1.0,0.0
142,1.0,0.0,0.0,14.3,0.7042006753538298,0.3454990478419315,0.32906265999999995,1.2749524422299012,0.4195392420136676,0.0,1.0,0.0
143,1.0,0.0,0.0,14.4,0.05895869941467841,0.29772553190277795,0.1595321,1.6338645728919603,0.26065384642905753,0.0,1.0,0.0
144,1.0,0.0,0.0,14.5,-0.07078498361710799,0.08840073349296884,0.13954057999999994,1.6920901377451496,0.236115239233238,0.0,1.0,0.0
145,1.0,0.0,0.0,14.6,-0.1426168959844704,0.2424441620947424,0.16782907999999996,1.6041205913070566,0.2692180830481193,0.0,1.0,0.0
146,1.0,0.0,0.0,14.7,0.7557656179925887,0.31885328384968004,0.15613884000000006,1.6377273705731412,0.25571285187754045,0.0,1.0,0.0
147,1.0,0.0,0.0,14.8,2.606246488954852,0.2662371909857565,0.17697084000000005,1.573075161819606,0.2783884327703517,0.0,1.0,0.0
148,1.0,0.0,0.0,14.9,-0.13861516052115586,0.29680531773119817,0.11543376,1.7669596405178596,0.2039667950732249,0.0,1.0,0.0
149,1.0,0.0,0.0,15.0,-0.18562848241566204,0.28578947185737674,0.16940873999999995,1.5937095448667955,0.2699883259218573,0.0,1.0,0.0
150,1.0,0.0,0.0,15.1,-0.6555347647941863,0.2253660688733508,0.13997954000000004,1.6897862070073164,0.236535495955229,0.0,1.0,0.0
151,1.0,0.0,0.0,15.2,0.130153009595389,0.2555304610624137,0.1362293,1.6986345455347212,0.2314037950940132,0.0,1.0,0.0
152,1.0,0.0,0.0,15.3,0.8094010795587209,0.2353283499360499,0.14390932,1.6751034291269855,0.2410629954153327,0.0,1.0,0.0
153,1.0,0.0,0.0,15.4,-0.878092147666557,0.2467481253483505,0.19549012,1.522277768575509,0.2975902636521585,0.0,1.0,0.0
154,1.0,0.0,0.0,15.5,0.8507940292789291,0.3327614979967255,0.17843882,1.5624857551422795,0.2788081144143973,0.0,1.0,0.0
155,1.0,0.0,0.0,15.6,-1.154652169190306,0.3212761970355957,0.15391171999999995,1.640206977621412,0.252447077081713,0.0,1.0,0.0
156,1.0,0.0,0.0,15.7,-0.6484629501436739,0.22445435670702246,0.16930160000000002,1.5926670426413134,0.2696410785864425,0.0,1.0,0.0
157,1.0,0.0,0.0,15.8,-1.7235464980996689,0.2354127910932191,0.16284044,1.6027710387941596,0.26099594117649805,0.0,1.0,0.0
158,1.0,0.0,0.0,15.9,0.417519627682432,0.2024110358798492,0.16268120000000005,1.6130383952749383,0.2624110217894013,0.0,1.0,0.0
159,1.0,0.0,0.0,16.0,-1.1286882955357742,0.2380528887305649,0.23149710000000004,1.4458148560972597,0.3347019463234329,0.0,1.0,0.0
160,1.0,0.0,0.0,16.1,0.3359904556641223,0.3165073097498483,0.18647982,1.534154877647676,0.2860889254358607,0.0,1.0,0.0
161,1.0,0.0,0.0,16.200000000000006,-0.09041031394849876,0.29460425593674844,0.20661146,1.49777948182189,0.30945840549726417,0.0,1.0,0.0
162,1.0,0.0,0.0,16.3,1.0571774497724915,0.2410408153399261,0.2201581,1.4605168900392895,0.3215446235289589,0.0,1.0,0.0
163,1.0,0.0,0.0,16.400000000000002,-0.9341553702120068,0.3284230975042405,0.25877320000000004,1.3917009323927412,0.3601349037182533,0.0,1.0,0.0
164,1.0,0.0,0.0,16.500000000000004,-0.4303633258249568,0.3115885023782575,0.20636798000000006,1.4937368663318011,0.3082594597564239,0.0,1.0,0.0
165,1.0,0.0,0.0,16.6,0.9038732121143459,0.2903877294058896,0.16535972000000002,1.6023142128232062,0.2649582295844658,0.0,1.0,0.0
166,1.0,0.0,0.0,16.700000000000006,-0.9022292452273108,0.27149286261505,0.2581307000000001,1.3739233072915271,0.3546517850574771,0.0,1.0,0.0
167,1.0,0.0,0.0,16.8,-0.7501528976189086,0.2312661054673233,0.24098948,1.4139029063161068,0.3407357261636073,0.0,1.0,0.0
168,1.0,0.0,0.0,16.900000000000002,-1.1138712084048203,0.23601736600914794,0.18328386,1.5389994377838083,0.2820737574948462,0.0,1.0,0.0
169,1.0,0.0,0.0,17.000000000000004,-0.6570474921419207,0.23022546566418495,0.22787472,1.4431786450685502,0.3288639296549752,0.0,1.0,0.0
170,1.0,0.0,0.0,17.1,0.8946606040169992,0.2422157103662964,0.20147920000000002,1.5034176065043492,0.30290737662441103,0.0,1.0,0.0
171,1.0,0.0,0.0,17.200000000000006,1.1587860333395323,0.23646328694957466,0.15718139999999994,1.6091306558912566,0.2529254092759059,0.0,1.0,0.0
172,1.0,0.0,0.0,17.3,-0.4493736493549885,0.19776615736758665,0.15826812,1.6089756630456211,0.254649553315984,0.0,1.0,0.0
173,1.0,0.0,0.0,17.400000000000002,-1.0018585241563531,0.24009450932552426,0.25701110000000005,1.35240114988365,0.34758210717286186,0.0,1.0,0.0
174,1.0,0.0,0.0,17.500000000000004,1.7022761842236744,0.25235773502380776,0.28480157999999994,1.287154003281096,0.3665834938377812,0.0,1.0,0.0
175,1.0,0.0,0.0,17.6,-0.9082279750843348,0.2884299519743137,0.22699862,1.4053464216809388,0.3190116983435113,0.0,1.0,0.0
176,1.0,0.0,0.0,17.700000000000006,-1.0641411568896373,0.3006462316338186,0.21118768,1.4606927145669966,0.3084803055823062,0.0,1.0,0.0
177,1.0,0.0,0.0,17.8,-0.17334889234757586,0.20638514734621466,0.16574028000000002,1.5767994979602469,0.2613391902957908,0.0,1.0,0.0
178,1.0,0.0,0.0,17.900000000000006,-1.3505468857769931,0.24044411128298804,0.16378689999999999,1.5770094972292077,0.2582934968217305,0.0,1.0,0.0
179,1.0,0.0,0.0,18.000000000000004,-0.21520253747140194,0.1807833194466424,0.19588284000000009,1.4857296759059302,0.2910289483887332,0.0,1.0,0.0
180,1.0,0.0,0.0,18.1,0.2996699721361055,0.2952245863052033,0.22919410000000004,1.3838680700783768,0.3171743968403505,0.0,1.0,0.0
181,1.0,0.0,0.0,18.200000000000006,-0.9675758088804732,0.2294148255819736,0.19722874,1.4628742957623675,0.2885208541315991,0.0,1.0,0.0
182,1.0,0.0,0.0,18.3,2.405285669633672,0.26357458122896243,0.19785332000000005,1.4572929691837138,0.2883302521656555,0.0,1.0,0.0
183,1.0,0.0,0.0,18.4,-1.118570638719354,0.2541788507777898,0.20669880000000004,1.4441074743041862,0.2984952820097061,0.0,1.0,0.0
184,1.0,0.0,0.0,18.500000000000004,0.5625604118227879,0.2083540088990408,0.16703729999999994,1.547441899562234,0.2584805168097468,0.0,1.0,0.0
